st,sch_name,ncessch,lea_name,leaid,lcity,lzip,mcity,mzip,national_school_lunch_program,total_students,nslp_direct_certification,frl_eligible,gslo,gshi
AZ,Taylor Junior High School,040497001234,Mesa Unified District (4235),0404970,MESA,85204,MESA,85204,Yes participating without using any Provision or the CEO,869,445,,7th Grade,9th Grade
CA,Taylor Leadership Academy,063801006434,Stockton Unified,0638010,Stockton,95206,Stockton,95206,Yes under Community Eligibility Option (CEO),432,311,384,Kindergarten,8th Grade
CA,Taylor Middle,062490003722,Millbrae Elementary,0624900,Millbrae,94030,Millbrae,94030,Yes participating without using any Provision or the CEO,724,122,161,6th Grade,8th Grade
IN,Taylor Middle School,181125001263,Taylor Community School Corp,1811250,Kokomo,46902,Kokomo,46902,Yes under Community Eligibility Option (CEO),372,269,188,5th Grade,8th Grade
KY,Taylor Mill Elementary School,210309000819,Kenton County,2103090,Covington,41015,Covington,41015,Yes under Community Eligibility Option (CEO),506,202,239,Prekindergarten,5th Grade
CA,Taylor Mountain Elementary,060438011843,Bellevue Union,0604380,Santa Rosa,95407,Santa Rosa,95407,Yes under Provision 2,457,245,364,Kindergarten,6th Grade
FL,TAYLOR PAEC VIRTUAL FRANCHISE,120186007995,TAYLOR,1201860,PERRY,32347,PERRY,32347,No,5,,,8th Grade,12th Grade
MI,Taylor Parks Elementary School,263354006906,Taylor School District,2633540,TAYLOR,48180,TAYLOR,48180,Yes under Community Eligibility Option (CEO),334,,283,Kindergarten,5th Grade
MI,Taylor Preparatory High School,260106108531,Taylor Preparatory High School,2601061,TAYLOR,48180,TAYLOR,48180,Yes under Community Eligibility Option (CEO),420,,290,9th Grade,12th Grade
FL,TAYLOR RANCH ELEMENTARY SCHOOL,120168002792,SARASOTA,1201680,VENICE,34293,VENICE,34293,Yes participating without using any Provision or the CEO,882,233,338,Prekindergarten,5th Grade
IL,Taylor Ridge Elem School,173444003551,Rockridge CUSD 300,1734440,Taylor Ridge,61284,Taylor Ridge,61284,Yes participating without using any Provision or the CEO,142,,32,Kindergarten,2nd Grade
GA,Taylor Road Middle School,130228002123,Fulton County,1302280,Alpharetta,30022,Alpharetta,30022,Yes participating without using any Provision or the CEO,1256,43,229,6th Grade,8th Grade
CA,Taylor Street Elementary,063324008954,Robla Elementary,0633240,Sacramento,95838,Sacramento,95838,Yes under Community Eligibility Option (CEO),333,195,294,Kindergarten,6th Grade
MI,Taylor Virtual Learning Academy,263354008364,Taylor School District,2633540,TAYLOR,48180,TAYLOR,48180,Yes under Community Eligibility Option (CEO),293,,236,6th Grade,12th Grade
AL,Taylor White Elementary School,010237002202,Mobile County,0102370,Mobile,36608,Mobile,36608,Yes under Community Eligibility Option (CEO),432,232,219,Prekindergarten,5th Grade
GA,Taylors Creek Elementary School,130330000436,Liberty County,1303300,Hinesville,31313,Hinesville,31313,Yes participating without using any Provision or the CEO,690,215,497,Kindergarten,5th Grade
ID,TAYLORS CROSSING CHARTER SCHOOL,160001500892,TAYLOR'S CROSSING PUBLIC CHARTER SCHOOL INC.,1600015,IDAHO FALLS,83401,IDAHO FALLS,83401,Yes participating without using any Provision or the CEO,380,31,105,Prekindergarten,12th Grade
MN,TAYLORS FALLS ELEMENTARY,270001701672,CHISAGO LAKES SCHOOL DISTRICT,2700017,TAYLORS FALLS,55084,CHISAGO CITY,55013,Yes participating without using any Provision or the CEO,347,87,107,Prekindergarten,5th Grade
MS,TAYLORSVILLE ATTENDANCE CENTER,280402000762,SMITH CO SCHOOL DIST,2804020,TAYLORSVILLE,39168,TAYLORSVILLE,39168,No,610,212,540,Prekindergarten,12th Grade
GA,Taylorsville Elementary School,130033000187,Bartow County,1300330,Taylorsville,30178,Taylorsville,30178,Yes participating without using any Provision or the CEO,563,119,371,Prekindergarten,5th Grade
KY,Taylorsville Elementary School,210549002018,Spencer County,2105490,Taylorsville,40071,Taylorsville,40071,Yes participating without using any Provision or the CEO,655,256,328,Prekindergarten,5th Grade
IN,Taylorsville Elementary School,180036000081,Bartholomew Con School Corp,1800360,Taylorsville,47280,Taylorsville,47280,Yes participating without using any Provision or the CEO,587,412,454,Prekindergarten,6th Grade
ID,TAYLORVIEW MIDDLE SCHOOL,160153000727,IDAHO FALLS DISTRICT,1601530,IDAHO FALLS,83404,IDAHO FALLS,83404,Yes participating without using any Provision or the CEO,784,132,273,7th Grade,8th Grade
IL,Taylorville Jr High School,173870003937,Taylorville CUSD 3,1738700,Taylorville,62568,Taylorville,62568,Yes under Community Eligibility Option (CEO),650,,318,5th Grade,8th Grade
AL,Taylorville Primary School,010339001445,Tuscaloosa County,0103390,Tuscaloosa,35405,Tuscaloosa,35405,Yes under Community Eligibility Option (CEO),579,357,397,Prekindergarten,2nd Grade
IL,Taylorville Sr High School,173870003938,Taylorville CUSD 3,1738700,Taylorville,62568,Taylorville,62568,Yes under Community Eligibility Option (CEO),783,,309,9th Grade,12th Grade
IL,Tazewell Co Area EFE RDS,170020906793,Mason/Tazewell/Woodford ROE,1700209,Pekin,61554,Pekin,61554,No,0,,,9th Grade,12th Grade
MI,TC Holbrook Elementary School,261641008188,Grand Ledge Public Schools,2616410,GRAND LEDGE,48837,GRAND LEDGE,48837,Yes participating without using any Provision or the CEO,457,,185,Kindergarten,4th Grade
CO,TCA College Pathways,080192006447,Academy School District No. 20 in the county of El Paso an,0801920,COLORADO SPRINGS,80921,COLORADO SPRINGS,80921,No,473,,,7th Grade,12th Grade
MI,TCAPS Montessori School,263387001719,Traverse City Area Public Schools,2633870,TRAVERSE CITY,49684,TRAVERSE CITY,49684,Yes participating without using any Provision or the CEO,297,,86,Prekindergarten,8th Grade
LA,Tchefuncte Middle School,220165010403,St. Tammany Parish,2201650,Mandeville,70471,Mandeville,70471,Yes under Community Eligibility Option (CEO),693,,175,4th Grade,6th Grade
MS,TCS ALTERNATIVE SCHOOL,280429001579,TUNICA COUNTY SCHOOL DISTRICT,2804290,TUNICA,38676,TUNICA,38676,Yes participating without using any Provision or the CEO,0,,,6th Grade,12th Grade
IL,TCSE ASPIRE Academy,170005206907,Tri-County Sp Ed Jnt Agreement,1700052,Murphysboro,62966,Murphysboro,62966,No,0,,,Kindergarten,12th Grade
IL,TCSE Carruthers Elem,170005206858,Tri-County Sp Ed Jnt Agreement,1700052,Murphysboro,62966,Murphysboro,62966,No,,,,,
IL,TCSE-Anna Jonesboro HS,170005206857,Tri-County Sp Ed Jnt Agreement,1700052,Anna,62906,Anna,62906,No,,,,,
IL,TCSE-CARBONDALE HS,170005206866,Tri-County Sp Ed Jnt Agreement,1700052,Carbondale,62902,Carbondale,62902,No,,,,,
IL,TCSE-DESOTO ELEM,170005206859,Tri-County Sp Ed Jnt Agreement,1700052,De Soto,62924,De Soto,62924,No,,,,,
IL,TCSE-DUQUOIN HS,170005206860,Tri-County Sp Ed Jnt Agreement,1700052,Du Quoin,62832,Du Quoin,62832,No,,,,,
IL,TCSE-DUQUOIN MS,170005206861,Tri-County Sp Ed Jnt Agreement,1700052,Du Quoin,62832,Du Quoin,62832,No,,,,,
IL,TCSE-JONESBORO GRADE SCH,170005206862,Tri-County Sp Ed Jnt Agreement,1700052,Jonesboro,62952,Jonesboro,62952,No,,,,,
IL,TCSE-MCELVAIN EC,170005206863,Tri-County Sp Ed Jnt Agreement,1700052,Murphysboro,62966,Murphysboro,62966,No,,,,,
IL,TCSE-MURPHYSBORO HS,170005206864,Tri-County Sp Ed Jnt Agreement,1700052,Murphysboro,62966,Murphysboro,62966,No,,,,,
IL,TCSE-UNITY POINT ELEM,170005206865,Tri-County Sp Ed Jnt Agreement,1700052,Carbondale,62903,Carbondale,62903,No,,,,,
CA,TEACH Academy of Technologies,060220212622,TEACH Academy of Technologies District,0602202,Los Angeles,90047,Los Angeles,90047,Yes under Community Eligibility Option (CEO),469,301,459,5th Grade,8th Grade
CA,Teach Elementary,063480009192,San Luis Coastal Unified,0634800,San Luis Obispo,93405,San Luis Obispo,93405,Yes under Provision 2,168,17,40,4th Grade,6th Grade
CA,TEACH Prep Mildred S. Cunningham & Edith H. Morris Elem,060157514313,TEACH Prep Mildred S. Cunningham & Edith H. Morris Elem DIST,0601575,Los Angeles,90047,Los Angeles,90047,Yes under Community Eligibility Option (CEO),272,170,262,Kindergarten,5th Grade
CA,TEACH Tech Charter High,060247013741,TEACH Tech Charter High District,0602470,Los Angeles,90047,Los Angeles,90047,Yes under Community Eligibility Option (CEO),406,256,377,9th Grade,12th Grade
CT,Teachers' Memorial Global Studies Magnet Middle School,090312000674,Norwich School District,0903120,Norwich,6360,Norwich,6360,Yes under Community Eligibility Option (CEO),486,,389,6th Grade,8th Grade
CA,Teague Elementary,060797007674,Central Unified,0607970,Fresno,93722,Fresno,93722,Yes under Community Eligibility Option (CEO),607,465,552,Kindergarten,6th Grade
FL,TEAGUE MIDDLE SCHOOL,120171001889,SEMINOLE,1201710,ALTAMONTE SPRINGS,32714,ALTAMONTE SPRINGS,32714,Yes participating without using any Provision or the CEO,1136,460,685,6th Grade,8th Grade
MN,TEAM ACADEMY,270024103341,TEAM ACADEMY,2700241,WASECA,56093,WASECA,56093,Yes participating without using any Provision or the CEO,103,70,84,Kindergarten,6th Grade
CA,TEAM Charter,060184612900,TEAM Charter District,0601846,Stockton,95202,Stockton,95202,Yes under Community Eligibility Option (CEO),506,350,354,Kindergarten,5th Grade
CA,Team Charter Academy,060235214076,Team Charter Academy District,0602352,Stockton,95202,Stockton,95202,Yes under Community Eligibility Option (CEO),172,126,130,6th Grade,8th Grade
FL,TEAM SUCCESS A SCHOOL OF EXCELLENCE,120123003200,MANATEE,1201230,BRADENTON,34208,BRADENTON,34208,Yes under Community Eligibility Option (CEO),1310,860,860,Kindergarten,12th Grade
GA,Teasley Elementary School,130129000558,Cobb County,1301290,Smyrna,30080,Smyrna,30080,Yes participating without using any Provision or the CEO,973,119,380,Prekindergarten,5th Grade
GA,Teasley Middle School,130111001971,Cherokee County,1301110,Canton,30114,Canton,30114,Yes participating without using any Provision or the CEO,1552,523,888,6th Grade,8th Grade
MA,Teaticket,250486000691,Falmouth,2504860,East Falmouth,2536,East Falmouth,2536,Yes participating without using any Provision or the CEO,255,137,,Kindergarten,4th Grade
AK,Tebughna School,020039000153,Kenai Peninsula Borough School District,0200390,Tyonek,99682,Tyonek,99682,Yes under Community Eligibility Option (CEO),17,9,18,Prekindergarten,12th Grade
MA,TEC Connections Academy Commonwealth Virtual School,250055602817,TEC Connections Academy Commonwealth Virtual School District,2500556,East Walpole,2032,East Walpole,2032,No,2907,,,Kindergarten,12th Grade
AZ,Tech Campus,040021902011,Career Success Schools (79047),0400219,PHOENIX,85017,PHOENIX,85017,Yes under Community Eligibility Option (CEO),370,217,,9th Grade,12th Grade
MI,Tech Center,268010000445,Allegan Area Educational Service Agency,2680100,ALLEGAN,49010,ALLEGAN,49010,Yes participating without using any Provision or the CEO,0,,,11th Grade,12th Grade
MA,TechBoston Academy,250279002725,Boston,2502790,Dorchester,2124,Dorchester,2124,Yes under Community Eligibility Option (CEO),870,733,,6th Grade,12th Grade
LA,Teche Elementary School,220159001231,St. Martin Parish,2201590,Breaux Bridge,70517,Cecilia,70521,Yes under Community Eligibility Option (CEO),593,,423,3rd Grade,5th Grade
ID,TECHNICAL CAREERS HIGH SCHOOL,160093001063,BONNEVILLE JOINT DISTRICT,1600930,IDAHO FALLS,83401,IDAHO FALLS,83401,Yes participating without using any Provision or the CEO,107,5,16,9th Grade,12th Grade
MI,Technical Education Center,268094000717,St. Clair County RESA,2680940,MARYSVILLE,48040,Marysville,48040,Yes participating without using any Provision or the CEO,0,,,11th Grade,12th Grade
MN,TECHNICAL SENIOR HIGH,273351001494,ST. CLOUD PUBLIC SCHOOL DISTRICT,2733510,SAINT CLOUD,56301,SAINT CLOUD,56301,Yes under Community Eligibility Option (CEO),1538,903,1013,9th Grade,12th Grade
IL,Technology Center of DuPage,170017906802,DuPage ROE,1700179,Addison,60101,Addison,60101,No,0,,,11th Grade,12th Grade
CA,Technology High,060994010688,Cotati-Rohnert Park Unified,0609940,Rohnert Park,94928,Rohnert Park,94928,Yes under Provision 2,338,52,69,9th Grade,12th Grade
CA,Technology Middle,060994013686,Cotati-Rohnert Park Unified,0609940,Rohnert Park,94928,Rohnert Park,94928,Yes under Community Eligibility Option (CEO),405,186,261,6th Grade,8th Grade
CA,Tecopa-Francis Elementary,061068001187,Death Valley Unified,0610680,Tecopa,92339,Shoshone,92384,,0,,,Kindergarten,6th Grade
MI,Tecumseh Acres North Early Learning Center,263372006917,Tecumseh Public Schools,2633720,TECUMSEH,49286,TECUMSEH,49286,Yes participating without using any Provision or the CEO,309,,130,Prekindergarten,2nd Grade
IN,Tecumseh High School,181239001986,Warrick County School Corp,1812390,Lynnville,47619,Lynnville,47619,Yes participating without using any Provision or the CEO,286,87,82,9th Grade,12th Grade
MI,Tecumseh High School,263372006918,Tecumseh Public Schools,2633720,TECUMSEH,49286,TECUMSEH,49286,Yes participating without using any Provision or the CEO,776,,286,9th Grade,12th Grade
IN,Tecumseh Middle School,181239002609,Warrick County School Corp,1812390,Lynnville,47619,Lynnville,47619,Yes participating without using any Provision or the CEO,218,,74,6th Grade,8th Grade
MI,Tecumseh Middle School,263372008843,Tecumseh Public Schools,2633720,TECUMSEH,49286,Tecumseh,49286,Yes participating without using any Provision or the CEO,763,,272,5th Grade,8th Grade
KS,Tecumseh North Elem,201218001137,Shawnee Heights,2012180,Tecumseh,66542,Tecumseh,66542,Yes participating without using any Provision or the CEO,460,,240,Prekindergarten,6th Grade
KS,Tecumseh South Elem,201218001138,Shawnee Heights,2012180,Tecumseh,66542,Tecumseh,66542,Yes participating without using any Provision or the CEO,470,,203,Prekindergarten,6th Grade
MI,Tecumseh Virtual Academy,263372008469,Tecumseh Public Schools,2633720,TECUMSEH,49286,TECUMSEH,49286,Yes participating without using any Provision or the CEO,68,,40,Prekindergarten,12th Grade
IN,Tecumseh-Harrison Elementary Sch,181212001932,Vincennes Community School Corp,1812120,Vincennes,47591,Vincennes,47591,Yes under Community Eligibility Option (CEO),394,321,246,Kindergarten,5th Grade
CA,Ted Porter Elementary,061392010612,Fontana Unified,0613920,Fontana,92335,Fontana,92335,Yes under Community Eligibility Option (CEO),661,342,583,Kindergarten,5th Grade
FL,TEDDER ELEMENTARY SCHOOL,120018000185,BROWARD,1200180,POMPANO BEACH,33064,POMPANO BEACH,33064,Yes under Community Eligibility Option (CEO),644,384,384,Prekindergarten,5th Grade
CO,Teddy Bear Preschool,080339000237,Dolores School District No. Re-4A,0803390,DOLORES,81323,DOLORES,81323,No,58,,,Prekindergarten,Prekindergarten
CA,Teel School in Empire,069104111486,Stanislaus County Office of Education,0691041,Empire,95319,Empire,95319,,161,98,129,5th Grade,12th Grade
AK,Teeland Middle School,020051000444,Matanuska-Susitna Borough School District,0200510,Wasilla,99654,Wasilla,99654,Yes participating without using any Provision or the CEO,657,136,241,Prekindergarten,8th Grade
FL,TEEN PARENT,120129003086,MARTIN,1201290,STUART,34994,STUART,34994,No,0,,,6th Grade,12th Grade
FL,TEEN PARENT PK CHILD CARE PROGRAM,120042008765,DESOTO,1200420,ARCADIA,34266,ARCADIA,34266,No,0,,,Prekindergarten,Prekindergarten
FL,TEEN PARENT PK CHILD CARE PROGRAM,120162008673,PUTNAM,1201620,PALATKA,32177,PALATKA,32177,No,0,,,Prekindergarten,Prekindergarten
FL,TEEN PARENT PK CHILD CARE PROGRAM,120195008689,WAKULLA,1201950,CRAWFORDVILLE,32327,CRAWFORDVILLE,32326,No,0,,,Prekindergarten,Prekindergarten
FL,TEEN PARENT PROGRAM - PK,120150003649,PALM BEACH,1201500,RIVIERA BEACH,33407,RIVIERA BEACH,33407,No,17,,,Prekindergarten,Kindergarten
FL,TEEN PARENT PROGRAM PK,120072007790,HAMILTON,1200720,JASPER,32052,JASPER,32052,No,0,,,Prekindergarten,Prekindergarten
FL,TEEN PARENT SERVICE CENTER,120048002161,DUVAL,1200480,JACKSONVILLE,32204,JACKSONVILLE,32204,No,0,,,Prekindergarten,Prekindergarten
FL,TEENAGE PARENT PROGRAM,120039002811,MIAMI-DADE,1200390,MIAMI,33147,MIAMI,33147,No,58,,,Prekindergarten,Prekindergarten
AZ,Teenage Parent Program - TAPP,040880001509,Tucson Unified District (4403),0408800,TUCSON,85719,TUCSON,85719,Yes under Community Eligibility Option (CEO),21,13,,6th Grade,12th Grade
IL,Tefft Middle School,171371001691,SD U-46,1713710,Streamwood,60107,Streamwood,60107,Yes under Community Eligibility Option (CEO),689,,352,7th Grade,8th Grade
CA,Tehachapi High,063888006529,Tehachapi Unified,0638880,Tehachapi,93561,Tehachapi,93561,Yes participating without using any Provision or the CEO,1262,342,475,9th Grade,12th Grade
CA,Tehachapi Independent Learning Academy,063888014651,Tehachapi Unified,0638880,Tehachapi,93561,Tehachapi,93561,Yes participating without using any Provision or the CEO,103,34,36,Kindergarten,8th Grade
CA,Tehama County Special Education,069104307232,Tehama County Department of Education,0691043,Red Bluff,96080,Red Bluff,96080,,46,15,20,Kindergarten,12th Grade
CA,Tehama eLearning Academy,060254410699,Tehama eLearning Academy District,0602544,Red Bluff,96080,Red Bluff,96080,,117,68,94,7th Grade,12th Grade
CA,Tehama Oaks High,069104309256,Tehama County Department of Education,0691043,Red Bluff,96080,Red Bluff,96080,Yes participating without using any Provision or the CEO,20,17,17,Kindergarten,12th Grade
CA,Tehipite Middle,061455001770,Fresno Unified,0614550,Fresno,93701,Fresno,93701,Yes under Community Eligibility Option (CEO),453,337,438,7th Grade,8th Grade
MI,Tekonsha Schools,263375006922,Tekonsha Community Schools,2633750,TEKONSHA,49092,TEKONSHA,49092,Yes under Community Eligibility Option (CEO),212,,155,Kindergarten,12th Grade
IN,Tekoppel Elementary School,180345000485,Evansville Vanderburgh School Corp,1803450,Evansville,47712,Evansville,47712,Yes under Community Eligibility Option (CEO),427,322,297,Kindergarten,5th Grade
CA,Telesis Academy of Science & Math,063375013012,Rowland Unified,0633750,West Covina,91792,West Covina,91792,Yes under Community Eligibility Option (CEO),645,294,547,Kindergarten,8th Grade
AZ,Telesis Preparatory,040024803089,Telesis Center for Learning Inc. (79218),0400248,Lake Havasu City,86403,Lake Havasu City,86403,Yes participating without using any Provision or the CEO,292,111,,Kindergarten,8th Grade
AZ,Telesis Preparatory Academy,040024801923,Telesis Center for Learning Inc. (79218),0400248,Lake Havasu City,86403,Lake Havasu City,86403,Yes participating without using any Provision or the CEO,60,21,,9th Grade,12th Grade
GA,Telfair Alternative Preparation School,130483004302,Telfair County,1304830,Mc Rae Helena,31055,Mc Rae Helena,31055,Yes under Community Eligibility Option (CEO),21,10,19,6th Grade,12th Grade
CA,Telfair Avenue Elementary,062271003391,Los Angeles Unified,0622710,Pacoima,91331,Pacoima,91331,Yes under Community Eligibility Option (CEO),558,319,505,Kindergarten,5th Grade
GA,Telfair County Elementary,130483002986,Telfair County,1304830,Mc Rae Helena,31055,Mc Rae Helena,31055,Yes under Community Eligibility Option (CEO),829,303,804,Prekindergarten,5th Grade
GA,Telfair County High School,130483002442,Telfair County,1304830,Mc Rae Helena,31055,Mc Rae Helena,31055,Yes under Community Eligibility Option (CEO),385,119,258,9th Grade,12th Grade
GA,Telfair County Middle School,130483002441,Telfair County,1304830,Mc Rae Helena,31055,Mc Rae Helena,31055,Yes under Community Eligibility Option (CEO),342,120,294,6th Grade,8th Grade
IN,Tell City Jr-Sr High School,181126001819,Tell City-Troy Twp School Corp,1811260,Tell City,47586,Tell City,47586,Yes participating without using any Provision or the CEO,616,308,298,7th Grade,12th Grade
CO,Teller Elementary School,080336000415,School District No. 1 in the county of Denver and State of C,0803360,DENVER,80206,DENVER,80206,Yes participating without using any Provision or the CEO,558,,121,Prekindergarten,5th Grade
CO,Telluride Elementary School,080687006699,Telluride School District No. R-1,0806870,TELLURIDE,81435,TELLURIDE,81435,Yes participating without using any Provision or the CEO,143,,37,Prekindergarten,2nd Grade
CO,Telluride High School,080687001171,Telluride School District No. R-1,0806870,TELLURIDE,81435,TELLURIDE,81435,Yes participating without using any Provision or the CEO,303,,78,9th Grade,12th Grade
CO,Telluride Intermediate School,080687001170,Telluride School District No. R-1,0806870,TELLURIDE,81435,TELLURIDE,81435,Yes participating without using any Provision or the CEO,233,,60,3rd Grade,6th Grade
CO,Telluride Middle School,080687001304,Telluride School District No. R-1,0806870,TELLURIDE,81435,TELLURIDE,81435,Yes participating without using any Provision or the CEO,122,,37,7th Grade,8th Grade
IL,Telpochcalli Elem School,170993001613,Chicago Public Schools Dist 299,1709930,Chicago,60623,Chicago,60623,Yes under Community Eligibility Option (CEO),223,,198,Prekindergarten,8th Grade
ME,Telstar High School,231167000510,RSU 44/MSAD 44,2311670,Bethel,4217,Bethel,4217,Yes under Provision 2,168,37,65,9th Grade,12th Grade
ME,Telstar Middle School,231167001010,RSU 44/MSAD 44,2311670,Bethel,4217,Bethel,4217,Yes under Provision 2,168,35,77,6th Grade,8th Grade
CA,Temecula Elementary,060002809506,Temecula Valley Unified,0600028,Temecula,92591,Temecula,92591,Yes under Community Eligibility Option (CEO),495,254,374,Kindergarten,5th Grade
CA,Temecula International Academy,060227114131,Temecula International Academy District,0602271,Temecula,92591,Temecula,95292,Yes participating without using any Provision or the CEO,265,55,65,Kindergarten,8th Grade
CA,Temecula Luiseno Elementary,060002811838,Temecula Valley Unified,0600028,Temecula,92592,Temecula,92592,Yes participating without using any Provision or the CEO,783,151,292,Kindergarten,5th Grade
CA,Temecula Middle,060002809501,Temecula Valley Unified,0600028,Temecula,92592,Temecula,92592,Yes participating without using any Provision or the CEO,1029,175,323,6th Grade,8th Grade
CA,Temecula Preparatory,060208408564,Temecula Preparatory District,0602084,Winchester,92596,Winchester,92596,Yes participating without using any Provision or the CEO,1083,165,240,Kindergarten,12th Grade
CA,Temecula Valley Charter,060206803648,Temecula Valley Charter District,0602068,Winchester,92596,Winchester,92596,Yes participating without using any Provision or the CEO,520,96,131,Kindergarten,8th Grade
CA,Temecula Valley High,060002809499,Temecula Valley Unified,0600028,Temecula,92592,Temecula,92592,Yes participating without using any Provision or the CEO,2735,591,1040,9th Grade,12th Grade
CA,Temescal Canyon High,060002710280,Lake Elsinore Unified,0600027,Lake Elsinore,92532,Lake Elsinore,92532,Yes under Community Eligibility Option (CEO),2248,705,1334,9th Grade,12th Grade
CA,Temescal Valley Elementary,060985011245,Corona-Norco Unified,0609850,Corona,92883,Corona,92883,Yes participating without using any Provision or the CEO,953,256,628,Kindergarten,6th Grade
AZ,Tempe Elementary Online Community,040831003775,Tempe School District (4258),0408310,TEMPE,85283,TEMPE,85283,No,5,,,Kindergarten,8th Grade
AZ,Tempe High School,040834000795,Tempe Union High School District (4287),0408340,TEMPE,85281,TEMPE,85281,Yes participating without using any Provision or the CEO,1485,883,,9th Grade,12th Grade
AZ,Tempe Preparatory Academy,040007000831,Tempe Preparatory Academy (4361),0400070,TEMPE,85282,TEMPE,85282,No,440,,,6th Grade,12th Grade
CA,Temperance-Kutner Elementary,060903000918,Clovis Unified,0609030,Fresno,93727,Fresno,93727,Yes under Community Eligibility Option (CEO),636,323,483,Kindergarten,6th Grade
CA,Temple (Roger W.) Intermediate,061494007288,Garvey Elementary,0614940,Rosemead,91770,Rosemead,91770,Yes under Provision 2,324,186,211,7th Grade,8th Grade
CA,Temple City Alternative,063898007145,Temple City Unified,0638980,Temple City,91780,Temple City,91780,,27,12,16,Kindergarten,12th Grade
CA,Temple City Early Learning Academy (TCELA),063898014665,Temple City Unified,0638980,Temple City,91780,Temple City,91780,,,,,,
CA,Temple City High,063898006540,Temple City Unified,0638980,Temple City,91780,Temple City,91780,Yes participating without using any Provision or the CEO,1758,504,705,9th Grade,12th Grade
GA,Temple Elementary School,130084000320,Carroll County,1300840,Temple,30179,Temple,30179,Yes participating without using any Provision or the CEO,662,235,554,Prekindergarten,5th Grade
GA,Temple High School,130084002097,Carroll County,1300840,Temple,30179,Temple,30179,Yes participating without using any Provision or the CEO,809,193,570,9th Grade,12th Grade
KY,Temple Hill Elementary School,210030000053,Barren County,2100300,Glasgow,42141,Glasgow,42141,Yes under Community Eligibility Option (CEO),283,160,178,Prekindergarten,6th Grade
GA,Temple Middle School,130084002452,Carroll County,1300840,Temple,30179,Temple,30179,Yes participating without using any Provision or the CEO,628,198,475,6th Grade,8th Grade
FL,TEMPLE TERRACE ELEMENTARY SCHOOL,120087001023,HILLSBOROUGH,1200870,TEMPLE TERRACE,33617,TEMPLE TERRACE,33617,Yes under Community Eligibility Option (CEO),507,376,407,Prekindergarten,5th Grade
ID,TEMPLE VIEW ELEMENTARY SCHOOL,160153000269,IDAHO FALLS DISTRICT,1601530,IDAHO FALLS,83402,IDAHO FALLS,83402,Yes participating without using any Provision or the CEO,287,64,112,Prekindergarten,6th Grade
MD,Templeton Elementary,240051001171,Prince George's County Public Schools,2400510,Landover,20785,Landover,20785,Yes under Community Eligibility Option (CEO),781,509,716,Prekindergarten,5th Grade
CA,Templeton Elementary,063900006541,Templeton Unified,0639000,Templeton,93465,Templeton,93465,Yes under Provision 2,433,105,123,Kindergarten,2nd Grade
IN,Templeton Elementary School,180063000135,Monroe County Community Sch Corp,1800630,Bloomington,47401,Bloomington,47401,Yes under Community Eligibility Option (CEO),406,292,258,Prekindergarten,6th Grade
MA,Templeton Elementary School,250828001288,Narragansett,2508280,Templeton,1468,Templeton,1468,Yes under Community Eligibility Option (CEO),612,245,,Prekindergarten,4th Grade
CA,Templeton High,063900006542,Templeton Unified,0639000,Templeton,93465,Templeton,93465,Yes under Provision 2,738,122,151,9th Grade,12th Grade
CA,Templeton Home,063900008622,Templeton Unified,0639000,Templeton,93465,Templeton,93465,,42,16,21,Kindergarten,8th Grade
CA,Templeton Independent Study High,063900007776,Templeton Unified,0639000,Templeton,93465,Templeton,93465,,89,26,31,9th Grade,12th Grade
CA,Templeton Middle,063900008996,Templeton Unified,0639000,Templeton,93465,Templeton,93465,Yes under Provision 2,476,88,102,6th Grade,8th Grade
CA,Tenaya Elementary,069113710341,Big Oak Flat-Groveland Unified,0691137,Groveland,95321,Groveland,95321,Yes under Community Eligibility Option (CEO),161,63,66,Kindergarten,8th Grade
CA,Tenaya Middle,061455001771,Fresno Unified,0614550,Fresno,93711,Fresno,93711,Yes under Community Eligibility Option (CEO),874,407,611,7th Grade,8th Grade
CA,Tenaya Middle,062460003696,Merced City Elementary,0624600,Merced,95340,Merced,95340,Yes under Community Eligibility Option (CEO),585,436,554,7th Grade,8th Grade
MD,Tench Tilghman Elementary/Middle,240009000320,Baltimore City Public Schools,2400090,Baltimore,21205,Baltimore,21205,Yes under Community Eligibility Option (CEO),368,312,312,Prekindergarten,8th Grade
CA,Tenderloin Community,063441007732,San Francisco Unified,0634410,San Francisco,94102,San Francisco,94102,Yes under Community Eligibility Option (CEO),278,172,206,Kindergarten,5th Grade
ID,TENDOY ELEMENTARY SCHOOL,160303000529,SOUTH LEMHI DISTRICT,1603030,TENDOY,83468,TENDOY,83468,No,12,,,Kindergarten,5th Grade
ID,TENDOY ELEMENTARY SCHOOL,160264000482,POCATELLO DISTRICT,1602640,POCATELLO,83201,POCATELLO,83201,Yes participating without using any Provision or the CEO,248,73,144,Prekindergarten,5th Grade
MA,Tenney Grammar School,250774001556,Methuen,2507740,Methuen,1844,Methuen,1844,Yes under Community Eligibility Option (CEO),1264,826,,Kindergarten,8th Grade
MI,Tenniswood Elementary School,262187005919,L'Anse Creuse Public Schools,2621870,CLINTON TOWNSHIP,48035,CLINTON TOWNSHIP,48035,Yes under Community Eligibility Option (CEO),344,,284,Kindergarten,5th Grade
IN,Tennyson Elementary School,181239001987,Warrick County School Corp,1812390,Tennyson,47637,Tennyson,47637,Yes under Community Eligibility Option (CEO),58,37,28,Kindergarten,5th Grade
